"","track.name","track.album.release_date","track.popularity","track.album.album_type","track.duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","Playlist"
"558","Poker Face","2009-11-05",58,"album",237200,0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,"Edy"
"559","Alejandro","2009-08-05",67,"album",274213,0.626,0.799,-6.612,0.046,0.000358,0.00155,0.36,0.369,98.992,"Edy"
"560","Hungarian Rhapsody No. 2 in C Sharp Minor, S.244/2 (Arr. Horowitz)","2005-11-28",21,"album",545146,0.304,0.221,-19.688,0.0506,0.982,0.904,0.0977,0.17,74.881,"Edy"
"561","Somewhere (Dirty Blvd.)","2016-09-16",10,"album",532173,0.47,0.48,-9.122,0.0409,0.657,0.0219,0.0948,0.13,88.79,"Edy"
"562","Reflection - From ""Mulan""","2013-01-01",25,"compilation",145000,0.176,0.324,-12.911,0.0371,0.797,0.00508,0.438,0.0803,80.381,"Edy"
"563","A Whole New World - Remastered 2022","2022-09-16",53,"album",160306,0.273,0.227,-15.742,0.0351,0.848,2.31e-06,0.102,0.142,129.272,"Edy"
"564","A Girl Worth Fighting For - From ""Mulan""/Soundtrack","2013-01-01",40,"single",144106,0.418,0.473,-12.25,0.0531,0.584,0,0.395,0.775,89.875,"Edy"
"565","Black Dog - Remaster","1971-11-08",72,"album",295386,0.437,0.864,-7.842,0.0904,0.396,0.0314,0.242,0.749,81.394,"Edy"
"566","Immigrant Song - Remaster","1970",77,"album",146250,0.564,0.932,-10.068,0.0554,0.013,0.169,0.349,0.619,112.937,"Edy"
"567","Stairway to Heaven - Remaster","1971-11-08",78,"album",482830,0.338,0.34,-12.049,0.0339,0.58,0.0032,0.116,0.197,82.433,"Edy"
"568","Kashmir - Remaster","2007",48,"album",517120,0.484,0.609,-8.81,0.0483,0.448,7e-04,0.0415,0.61,80.483,"Edy"
"569","El Condor Pasa","2012-01-30",53,"album",216066,0.485,0.703,-6.631,0.035,0.168,0.00371,0.942,0.41,80.982,"Edy"
"570","Carmen, WD 31: Prélude","1973-01-01",6,"album",258880,0.267,0.296,-15.301,0.032,0.848,0.915,0.249,0.204,107.215,"Edy"
"571","Marcia Baïla","1984-01-04",55,"album",335746,0.772,0.795,-5.945,0.0328,0.201,0,0.0765,0.819,126.847,"Edy"
"572","Drop The World","2009-01-01",63,"album",229226,0.663,0.91,-1.629,0.317,0.0719,0,0.244,0.342,144.993,"Edy"
"573","6 Foot 7 Foot","2011-08-29",71,"album",248586,0.364,0.752,-5.429,0.304,7e-04,0,0.318,0.606,79.119,"Edy"
"574","Mirror","2011-08-29",76,"album",228093,0.328,0.622,-7.291,0.0866,0.858,0,0.104,0.401,74.267,"Edy"
"575","Waiting for the End","2010-09-10",62,"album",231680,0.487,0.961,-4.139,0.132,0.0415,1.15e-06,0.553,0.323,170.005,"Edy"
"576","Party Rock Anthem","2010-12-01",60,"album",262146,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,"Edy"
"577","Champagne Showers","2011-01-01",35,"album",264093,0.597,0.839,-3.946,0.389,0.00105,1.16e-06,0.617,0.412,129.942,"Edy"
"578","Carmen, WD 31 / Act 1: ""L'amour est un oiseau rebelle"" (Havanaise)","1975-01-01",16,"album",255200,0.346,0.131,-20.052,0.06,0.982,3.56e-05,0.299,0.128,122.306,"Edy"
"579","Flight Of The Bumble Bee","2010-05-01",31,"compilation",77493,0.271,0.152,-20.83,0.0407,0.992,0.823,0.16,0.283,179.39,"Edy"
"580","Legend of Zelda: Suite","2011-11-18",43,"album",261168,0.221,0.368,-11.84,0.0381,0.837,0.812,0.0884,0.0586,107.637,"Edy"
"581","Peer Gynt Suite No. 1, Op. 46: I. Morning Mood","2009-11-23",45,"compilation",224680,0.178,0.113,-15.157,0.0396,0.977,0.881,0.109,0.0348,132.031,"Edy"
"582","Die Walkürie, WWV 86b, Act III: Ride of the Valkyries","2009-11-23",43,"compilation",311320,0.211,0.42,-12.021,0.0341,0.919,0.929,0.124,0.108,95.003,"Edy"
"583","Canon and Gigue in D Major, P. 37: I. Canon","2009-11-23",42,"compilation",210106,0.391,0.34,-12.552,0.0412,0.949,0.827,0.11,0.501,136.602,"Edy"
"584","The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity","2009-11-23",42,"compilation",465960,0.249,0.302,-14.062,0.034,0.938,0.839,0.059,0.262,147.882,"Edy"
"585","Brandenburg Concerto No. 3 in G Major, BWV 1048: III. Allegro","2009-11-23",41,"compilation",344840,0.612,0.372,-14.594,0.052,0.961,0.702,0.107,0.804,97.573,"Edy"
"586","Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo","2009-11-23",39,"compilation",769453,0.161,0.0316,-24.25,0.0443,0.975,0.94,0.0949,0.0338,132.715,"Edy"
"587","The Blue Danube, Op. 314","2009-11-23",45,"compilation",351106,0.311,0.184,-14.405,0.0307,0.974,0.79,0.0669,0.26,96.141,"Edy"
"588","21 Hungarian Dances, WoO 1: No. 5, Allegro in F-Sharp Minor","2009-11-23",41,"compilation",158626,0.32,0.233,-12.157,0.0342,0.823,0.179,0.268,0.4,139.477,"Edy"
"589","Swan Lake, Op. 20a: No. 1, Scène","2009-11-23",40,"compilation",181666,0.115,0.261,-13.584,0.0363,0.882,0.906,0.281,0.0371,76.836,"Edy"
"590","Carmen Suite No. 2: II. Habanera","2009-11-23",41,"compilation",132533,0.457,0.0158,-24.725,0.0388,0.981,0.304,0.0684,0.404,120.855,"Edy"
"591","Il barbiere di Siviglia: Overture","2009-11-23",37,"compilation",418466,0.423,0.266,-14.214,0.0412,0.86,0.844,0.264,0.435,95.488,"Edy"
"592","String Quintet in E Major, G. 282: III. Minuetto - Trio","2009-11-23",39,"compilation",228093,0.581,0.0621,-21.149,0.0312,0.959,0.29,0.318,0.543,88.869,"Edy"
"593","Symphony No. 40 in G Minor, K. 550: I. Allegro molto","2009-11-23",39,"compilation",422413,0.356,0.311,-14.225,0.0372,0.988,0.848,0.182,0.259,116.517,"Edy"
"594","Peer Gynt Suite No. 1, Op. 46: IV. In the Hall of the Mountain King","2009-11-23",37,"compilation",163160,0.465,0.0816,-16.478,0.0398,0.79,0.834,0.151,0.141,105.49,"Edy"
"595","Radetzky March, Op. 228","2009-11-23",35,"compilation",185840,0.479,0.536,-12.253,0.0338,0.643,0.315,0.293,0.499,104.337,"Edy"
"596","Egmont, Op. 84: Overture in F Minor","2009-11-23",34,"compilation",477933,0.237,0.16,-14.718,0.0475,0.981,0.782,0.078,0.0775,178.467,"Edy"
"597","Requiem in D Minor, K. 626: III. Sequenz, No. 6, Lacrymosa","2009-11-23",38,"compilation",169493,0.174,0.2,-14.482,0.0352,0.99,0.952,0.176,0.0398,95.555,"Edy"
"598","Carmina Burana: O Fortuna","2009-11-23",50,"compilation",162773,0.392,0.307,-13.074,0.0333,0.96,0.0451,0.0854,0.338,136.883,"Edy"
"599","Nabucco, Act III: Chorus of the Hebrew Slaves, ""Va pensiero, sull'ali dorate""","2009-11-23",42,"compilation",299253,0.224,0.0945,-16.475,0.0426,0.989,0.764,0.102,0.0574,124.206,"Edy"
"600","Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Presto ""Ode to Joy""","2009-11-23",39,"compilation",152613,0.229,0.631,-10.319,0.0405,0.839,0.000229,0.105,0.334,76.386,"Edy"
"601","Messa da Requiem: II. Sequence, No. 1, Dies irae - Tuba mirum","2009-11-23",37,"compilation",234960,0.147,0.397,-11.19,0.0336,0.921,0.876,0.256,0.05,87.637,"Edy"
"602","Symphony No. 9 in D Minor, Op. 125, ""Choral"": II. Molto vivace","2008-09-23",2,"compilation",584493,0.407,0.271,-20.17,0.0575,0.974,0.848,0.16,0.317,123.573,"Edy"
"603","Rigoletto: ""La donna è mobile""","2020-04-04",40,"compilation",141600,0.37,0.248,-10.47,0.0371,0.965,2.12e-05,0.0911,0.384,133.33,"Edy"
"604","Never Enough","2017-12-08",74,"compilation",207786,0.277,0.394,-8.903,0.0336,0.423,0,0.0952,0.227,86.777,"Edy"
"605","Nunca Es Suficiente","2018-06-08",72,"album",266015,0.796,0.499,-6.166,0.0404,0.392,0,0.0867,0.798,93.99,"Edy"
"606","Los Claxons","2010-05-01",32,"album",228053,0.754,0.605,-8.118,0.0434,0.296,7.71e-06,0.186,0.781,95.962,"Edy"
"607","Personajes (Jam Session)","2005-01-01",41,"album",202973,0.63,0.545,-6.92,0.0437,0.733,2.41e-05,0.0767,0.83,79.227,"Edy"
"608","Un Día de Sol","2013-07-02",42,"album",222866,0.639,0.924,-4.934,0.0373,0.0597,0,0.404,0.874,105.022,"Edy"
"609","Mambo number 5","1999-01-01",0,"album",224106,0.611,0.812,-6.863,0.403,0.108,0,0.309,0.905,174.2,"Edy"
"610","I Got a Girl","1999-07-19",44,"album",192706,0.683,0.877,-3.48,0.135,0.143,0,0.0556,0.967,88.063,"Edy"
"611","La vie en rose - Single Version","2000-01-01",24,"album",203760,0.52,0.0406,-16.397,0.0635,0.877,0.000364,0.0845,0.285,70.138,"Edy"
"612","What A Wonderful World","1968-01-01",74,"album",139226,0.271,0.165,-20.652,0.0351,0.729,1.6e-06,0.118,0.203,77.082,"Edy"
"613","Una Furtiva - Lacrima","2009-01-22",0,"album",290920,0.218,0.0967,-17.76,0.0432,0.972,0.0495,0.121,0.111,93.239,"Edy"
"614","Torna a Surriento (Arr. Chiaramello)","2019-06-07",23,"compilation",264320,0.171,0.228,-14.243,0.0418,0.97,0.0329,0.165,0.135,82.866,"Edy"
"615","Nel blu, dipinto di blu (Arr. Mancini)","2001-01-01",13,"album",190680,0.361,0.233,-12.946,0.0398,0.954,1.56e-05,0.159,0.415,130.892,"Edy"
"616","Turandot, SC 91 / Act III: ""Nessun dorma!""","2020-04-04",43,"compilation",181360,0.171,0.315,-11.911,0.037,0.954,0.00155,0.0964,0.109,88.002,"Edy"
"617","Funiculì, funiculà","2019-06-07",21,"compilation",159480,0.492,0.318,-12.223,0.0748,0.975,0.0947,0.192,0.387,63.58,"Edy"
"618","La traviata / Act 1: Libiamo ne'lieti calici (Brindisi)","2021-12-08",24,"compilation",170293,0.397,0.328,-12.143,0.0675,0.97,2.72e-06,0.15,0.227,127.891,"Edy"
"619","Divenire","2006-01-01",58,"album",402240,0.14,0.217,-15.304,0.0352,0.909,0.855,0.0689,0.078,88.381,"Edy"
"620","I Giorni","2001-11-09",51,"album",359213,0.258,0.082,-25.537,0.0526,0.988,0.915,0.107,0.0788,142.581,"Edy"
"621","Le Onde","1994-10-01",56,"album",324015,0.242,0.154,-26.525,0.0564,0.975,0.897,0.0964,0.0489,123.077,"Edy"
"622","I Giorni - Live","2010-09-28",28,"album",399973,0.162,0.418,-20.581,0.0691,0.94,0.91,0.671,0.204,73.354,"Edy"
"623","Nuvole Bianche","2021-06-04",33,"album",360280,0.194,0.117,-19.973,0.0595,0.953,0.885,0.101,0.0593,139.801,"Edy"
"624","El Latido de mi Corazón","2017-10-27",60,"compilation",121670,0.397,0.384,-6.689,0.0567,0.84,0,0.303,0.402,173.598,"Edy"
"625","Un Poco Loco","2017-10-27",64,"compilation",112205,0.624,0.5,-6.899,0.166,0.696,4.05e-05,0.372,0.562,95.234,"Edy"
"626","Si tú te atreves","2008-05-06",64,"album",233840,0.478,0.661,-5.535,0.0445,0.364,0,0.131,0.131,85.201,"Edy"
"627","Bravo Amor Bravo","2008-05-06",41,"album",338266,0.525,0.631,-6.244,0.032,0.623,0,0.0728,0.195,135.854,"Edy"
"628","Tu imaginación","2008-05-06",36,"album",232786,0.711,0.936,-3.143,0.0929,0.144,0,0.25,0.578,125.011,"Edy"
"629","La bikina - En vivo","2000-01-11",70,"album",179040,0.389,0.71,-6.265,0.0351,0.161,0,0.918,0.666,160.397,"Edy"
"630","México En La Piel","2005-09-06",64,"album",209213,0.483,0.53,-6.989,0.0295,0.43,0,0.222,0.676,150.68,"Edy"
"631","Ahora Te Puedes Marchar","1987-07-15",78,"album",191973,0.78,0.877,-3.683,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,"Edy"
"632","Cuando Calienta El Sol","1987-07-15",64,"album",236413,0.686,0.868,-3.889,0.0504,0.0738,0,0.287,0.557,125.768,"Edy"
"633","Ho Hey","2012-01-01",59,"album",161226,0.685,0.474,-9.105,0.0313,0.779,1.23e-06,0.149,0.36,79.991,"Edy"
"634","Stubborn Love","2012-01-01",46,"album",277333,0.596,0.555,-11.689,0.0374,0.617,0.0395,0.275,0.235,115.019,"Edy"
"635","The Show Goes On","2010-10-25",39,"single",240099,0.596,0.91,-3.203,0.115,0.0207,0,0.182,0.629,143.097,"Edy"
"636","I Follow Rivers","2011",62,"album",228466,0.599,0.533,-14.032,0.0472,0.475,0.00153,0.235,0.607,122.262,"Edy"
"637","Midnight City","2011-10-17",75,"album",243960,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,"Edy"
"638","Can't Hold Us (feat. Ray Dalton)","2012-10-09",62,"album",258431,0.633,0.927,-4.468,0.0839,0.0267,0,0.0986,0.88,146.097,"Edy"
"639","Thrift Shop (feat. Wanz)","2012-10-09",68,"album",235613,0.781,0.526,-6.986,0.293,0.0633,0,0.0457,0.665,94.993,"Edy"
"640","Girl Gone Wild (Avicii's UMF Mix) - 2022 Remaster","2022-06-24",37,"album",314689,0.737,0.708,-9.208,0.201,0.0902,0.212,0.0501,0.593,131.972,"Edy"
"641","Rude","2014-06-25",80,"album",224840,0.773,0.758,-4.993,0.0381,0.0422,0,0.305,0.925,144.033,"Edy"
"642","Get Free","2013-04-16",54,"album",289973,0.612,0.657,-6.971,0.0454,0.103,0.124,0.131,0.767,87.94,"Edy"
"643","Labios Compartidos","2006-08-18",66,"album",317626,0.527,0.898,-3.624,0.0367,0.027,0,0.0686,0.462,162.058,"Edy"
"644","El Rey Tiburón","2006-08-22",39,"album",292120,0.77,0.908,-2.915,0.0274,0.272,1.74e-06,0.102,0.962,127.995,"Edy"
"645","Selva Negra","1995-04-24",38,"album",344733,0.683,0.908,-4.574,0.0416,0.00927,1.53e-05,0.0913,0.8,108.944,"Edy"
"646","El Reloj Cucú","1995-04-24",61,"album",301093,0.734,0.757,-5.49,0.0295,0.575,0.000173,0.0659,0.898,145.846,"Edy"
"647","Oye Mi Amor","1992",75,"album",263306,0.543,0.903,-6.658,0.039,0.0102,0.00585,0.0862,0.962,162.241,"Edy"
"648","Me Vale","1992",63,"album",271320,0.534,0.925,-5.198,0.035,0.00201,0.000692,0.134,0.753,166.9,"Edy"
"649","Rayando El Sol","1990-07-02",74,"album",250106,0.643,0.809,-3.275,0.028,0.45,1.22e-06,0.154,0.499,112.677,"Edy"
"650","Mariposa Traicionera","2002-08-19",62,"album",264599,0.773,0.794,-4.954,0.0326,0.527,0.000354,0.113,0.907,101.143,"Edy"
"651","Clavado En Un Bar","1997-10-10",73,"album",310813,0.634,0.854,-3.444,0.0369,0.00737,2.49e-06,0.0664,0.564,148.003,"Edy"
"652","Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist","2018-04-20",67,"single",139844,0.46,0.564,-10.329,0.0343,0.538,0,0.191,0.962,135.178,"Edy"
"653","Vivir Mi Vida","2013-07-23",75,"album",252346,0.656,0.877,-3.231,0.0342,0.345,0,0.349,0.894,105.018,"Edy"
"654","Uptown Funk (feat. Bruno Mars)","2015-01-12",82,"album",269666,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,"Edy"
"655","Never Gonna Leave This Bed","2010",53,"album",196706,0.609,0.81,-4.207,0.0296,0.11,0,0.246,0.47,117.364,"Edy"
"656","Moves Like Jagger - Studio Recording From ""The Voice"" Performance","2010",79,"album",201493,0.722,0.761,-4.459,0.0475,0.0117,0,0.315,0.624,128.044,"Edy"
"657","She Will Be Loved - Radio Mix","2002",78,"album",259453,0.651,0.663,-5.569,0.0281,0.228,0,0.0994,0.465,102,"Edy"
"658","U Can't Touch This","1996-10-01",41,"compilation",257000,0.874,0.696,-7.178,0.086,0.00371,0.000542,0.0448,0.861,133.344,"Edy"
"659","Who Can It Be Now?","1981-11-09",69,"album",201293,0.805,0.479,-14.734,0.0436,0.0627,0.000143,0.104,0.962,128.411,"Edy"
"660","One","1988-08-25",72,"album",447440,0.437,0.695,-9.447,0.0617,0.00111,0.0857,0.124,0.413,102.178,"Edy"
"661","Seek & Destroy - Remastered","1983-07-24",67,"album",414720,0.445,0.964,-5.493,0.282,0.037,0.0132,0.0773,0.448,140.817,"Edy"
"662","Master Of Puppets","1986-03-03",79,"album",515386,0.543,0.836,-9.11,0.0353,0.000647,0.431,0.153,0.56,105.173,"Edy"
"663","Enter Sandman","1991-08-12",80,"album",331266,0.577,0.828,-8.691,0.0298,0.00213,0.0114,0.0581,0.604,123.257,"Edy"
"664","Fuel","1997-01-01",70,"album",269800,0.49,0.951,-3.777,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,"Edy"
"665","Help I'm Alive","2009-05-02",61,"album",286013,0.57,0.884,-4.55,0.0601,0.00826,0.00322,0.364,0.405,118.485,"Edy"
"666","Raw Sugar","2007",36,"album",218333,0.639,0.564,-7.112,0.0404,0.206,1.55e-05,0.306,0.531,179.977,"Edy"
"667","Kids","2005-08-30",42,"single",331306,0.53,0.8,-6.926,0.0298,0.00023,0.0123,0.378,0.408,122.014,"Edy"
"668","Feeling Good","2022-03-25",43,"album",237029,0.418,0.528,-7.225,0.0423,0.533,6.99e-06,0.15,0.43,115.342,"Edy"
"669","Married Life","2009-01-01",64,"compilation",250573,0.278,0.0675,-20.946,0.04,0.97,0.732,0.0812,0.112,82.626,"Edy"
"670","Le nozze di Figaro, K. 492, Act I: Overture","2014-11-18",32,"compilation",252000,0.397,0.143,-17.348,0.0341,0.943,0.934,0.106,0.318,73.028,"Edy"
"671","The Nutcracker, Op. 71: Act II Tableau 3: Dance of the Sugar-Plum Fairy","2012-03-06",7,"compilation",108040,0.431,0.0129,-36.111,0.0333,0.929,0.204,0.076,0.354,120.05,"Edy"
"672","Don't Stop 'Til You Get Enough","2005-07-19",44,"compilation",351346,0.884,0.928,-4.569,0.0877,0.0672,0.0152,0.054,0.914,119.354,"Edy"
"673","Billie Jean","2005-07-19",37,"compilation",292960,0.92,0.559,-5.667,0.0427,0.0191,0.0424,0.0444,0.819,117.167,"Edy"
"674","Beat It","2005-07-19",38,"compilation",258040,0.781,0.809,-5.532,0.0455,0.0359,1.38e-05,0.199,0.913,138.979,"Edy"
"675","Bad","2005-07-19",42,"compilation",247693,0.805,0.851,-5.47,0.0465,0.00798,0.186,0.0511,0.351,114.13,"Edy"
"676","Man in the Mirror","2005-07-19",42,"compilation",318960,0.806,0.762,-6.027,0.0368,0.378,1.05e-05,0.139,0.235,100.332,"Edy"
"677","Smooth Criminal - Radio Edit","2005-07-19",50,"compilation",257239,0.854,0.957,-6.07,0.0704,0.156,0.625,0.308,0.628,118.184,"Edy"
"678","You Are Not Alone - Single Version","2005-07-19",49,"compilation",295986,0.64,0.421,-9.33,0.0274,0.634,5.44e-05,0.109,0.23,119.478,"Edy"
"679","Slave to the Rhythm","2014-05-09",53,"album",255986,0.739,0.96,-2.293,0.0581,0.146,3.68e-05,0.38,0.722,125.02,"Edy"
"680","Life Is Beautiful - Movie Theme","2015-03-19",8,"compilation",190715,0.585,0.215,-19.477,0.0525,0.991,0.889,0.099,0.33,129.941,"Edy"
"681","Morenamía (Dueto 2007)","2007",60,"album",225373,0.711,0.822,-5.766,0.231,0.132,0,0.0444,0.906,160.011,"Edy"
"682","Te amaré (feat. Laura Pausini) - Dueto 2007","2007",48,"album",315866,0.484,0.346,-10.501,0.0279,0.82,7.19e-05,0.0928,0.189,72.992,"Edy"
"683","Los chicos no lloran (Dueto 2007)","2007",40,"album",195666,0.751,0.738,-8.421,0.0382,0.0349,0,0.218,0.851,132.978,"Edy"
"684","Como un lobo (Dueto 2007)","2007",60,"album",211973,0.573,0.887,-5.844,0.0356,0.0266,4.15e-06,0.0911,0.764,159.937,"Edy"
"685","Boum Boum Boum","2015-11-13",42,"album",206333,0.614,0.69,-6.585,0.029,0.328,0.00503,0.187,0.69,105.009,"Edy"
"686","We Are Golden","2009-01-01",51,"album",238040,0.544,0.86,-5.181,0.0678,0.00484,0.122,0.109,0.398,123.02,"Edy"
"687","Blame It On The Girls","2009-01-01",42,"album",213266,0.754,0.87,-5.169,0.0687,0.0857,3.76e-05,0.52,0.932,144.541,"Edy"
"688","Grace Kelly","2006-01-01",69,"album",187733,0.675,0.828,-5.799,0.0454,0.0242,0.0102,0.364,0.669,122.229,"Edy"
"689","Lollipop","2006-01-01",56,"album",183533,0.714,0.621,-5.343,0.0641,0.0352,1.63e-05,0.11,0.892,96.007,"Edy"
"690","Relax, Take It Easy","2007-02-05",51,"album",224800,0.673,0.678,-7.284,0.0274,0.053,0.0437,0.0972,0.747,121.994,"Edy"
"691","Happy Ending","2007-02-05",63,"album",273800,0.564,0.437,-8.375,0.0285,0.552,0,0.217,0.307,96.018,"Edy"
"692","Stardust","2012-01-01",24,"album",198053,0.57,0.884,-4.69,0.0485,0.0554,0.000112,0.151,0.346,130.034,"Edy"
"693","Elle me dit","2018-03-02",23,"compilation",219067,0.781,0.728,-5.731,0.0367,0.0404,0.000599,0.0739,0.505,125.957,"Edy"
"694","Popular Song","2013-01-01",55,"album",200213,0.666,0.81,-4.574,0.0458,0.152,0,0.0613,0.811,99.023,"Edy"
"695","Love Today","2006-01-01",59,"album",235173,0.673,0.913,-4.981,0.0664,0.0304,0.00298,0.113,0.587,124.484,"Edy"
"696","Stolen Dance","2014-10-14",63,"album",313626,0.879,0.565,-8.809,0.037,0.412,0.000239,0.0798,0.685,114.009,"Edy"
"697","Se telefonando","1966",54,"album",182480,0.277,0.51,-7.7,0.0371,0.694,0.000291,0.0877,0.364,113.618,"Edy"
"698","Victor's Piano Solo (From ""Corpse Bride"")","2016-09-21",26,"single",158151,0.344,0.12,-15.893,0.0332,0.983,0.861,0.0748,0.12,87.617,"Edy"
"699","Gimme Tha Power","1997-01-01",65,"album",250293,0.699,0.661,-9.084,0.04,0.32,0,0.257,0.616,80.87,"Edy"
"700","Yofo","2007-01-01",57,"album",210853,0.882,0.8,-5.772,0.0483,0.036,0.0133,0.188,0.978,135.034,"Edy"
"701","Merry-Go-Round of Life (From ""Howl's Moving Castle"") - Piano Rendition","2019-05-03",6,"album",319320,0.313,0.361,-13.054,0.0509,0.976,0.857,0.103,0.145,77.785,"Edy"
"702","Kickstart My Heart","1989",56,"album",282708,0.361,0.98,-3.635,0.33,0.00141,0.00268,0.294,0.238,179.138,"Edy"
"703","Starlight","2006",30,"single",243293,0.555,0.88,-3.888,0.0312,0.000212,0.000198,0.127,0.266,121.57,"Edy"
"704","Madness","2012-09-24",67,"album",281040,0.502,0.417,-7.665,0.0718,0.127,0.00419,0.106,0.218,180.301,"Edy"
"705","SING","2010-11-05",59,"album",270386,0.606,0.942,-3.618,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,"Edy"
"706","Hakuna Matata - From ""The Lion King""/Soundtrack","1994-01-01",71,"compilation",213600,0.408,0.313,-18.09,0.137,0.617,1.18e-05,0.115,0.725,170.013,"Edy"
"707","Sweet Caroline","2014-07-08",46,"compilation",200293,0.548,0.258,-8.874,0.0293,0.475,2.88e-05,0.459,0.644,126.921,"Edy"
"708","Animal","2010-01-01",70,"album",212293,0.482,0.833,-5.611,0.0449,0.000346,0,0.365,0.74,148.039,"Edy"
"709","Everybody Talks","2012-01-01",51,"album",177280,0.471,0.924,-3.906,0.0586,0.00301,0,0.313,0.725,154.961,"Edy"
"710","March Of The Wooden Soldiers","2007-08-15",55,"album",149893,0.464,0.399,-13.602,0.0334,0.991,0.95,0.0711,0.562,146.9,"Edy"
"711","Smells Like Teen Spirit","1991-09-26",78,"album",301920,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,"Edy"
"712","Pop","2001-07-24",55,"album",238426,0.706,0.861,-6.684,0.154,0.0341,0,0.127,0.923,119.946,"Edy"
"713","Bye Bye Bye","2000-03-21",70,"album",200400,0.61,0.926,-4.843,0.0479,0.031,0.0012,0.0821,0.861,172.638,"Edy"
"714","It's Gonna Be Me","2000-03-21",68,"album",192426,0.636,0.873,-4.672,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,"Edy"
"715","Mountain Sound","2012-01-01",62,"album",211453,0.379,0.879,-4.336,0.0362,0.0421,0.00449,0.146,0.37,102.021,"Edy"
"716","Little Talks","2021-10-29",32,"album",266333,0.446,0.76,-4.725,0.0321,0.0159,0,0.319,0.346,103.295,"Edy"
"717","Get Down Saturday Night","2021-02-12",4,"compilation",241906,0.865,0.611,-11.571,0.0573,0.226,0.082,0.0572,0.963,116.545,"Edy"
"718","What Makes You Beautiful","2012-05-25",83,"album",199986,0.726,0.787,-2.494,0.0737,0.009,0,0.0596,0.888,124.99,"Edy"
"719","Apologize","2007-01-01",69,"album",208106,0.593,0.74,-6.12,0.0339,0.363,2.22e-05,0.102,0.502,118.008,"Edy"
"720","Feel Again","2014-01-01",57,"album",185080,0.467,0.815,-7.929,0.0524,0.0198,1.23e-06,0.118,0.335,140.047,"Edy"
"721","If I Lose Myself","2014-01-01",58,"album",241640,0.482,0.713,-6.017,0.0487,0.0969,0,0.111,0.263,140.069,"Edy"
"722","Counting Stars","2013-01-01",64,"album",257266,0.664,0.705,-4.972,0.0382,0.0654,0,0.118,0.477,122.016,"Edy"
"723","Future Looks Good","2016-12-02",52,"album",210586,0.33,0.548,-7.922,0.0426,0.214,1.21e-05,0.12,0.559,78.594,"Edy"
"724","Good Life","2009-01-01",72,"album",253306,0.634,0.69,-7.804,0.052,0.0771,0,0.132,0.645,94.988,"Edy"
"725","Marchin On","2009-01-01",52,"album",251666,0.508,0.807,-8.581,0.0686,0.333,0.00363,0.136,0.306,123.034,"Edy"
"726","Secrets","2009-01-01",75,"album",224693,0.516,0.764,-6.223,0.0366,0.0717,0,0.115,0.376,148.021,"Edy"
"727","If I Lose Myself - Alesso vs OneRepublic","2015-05-26",44,"album",213480,0.518,0.829,-3.322,0.0414,0.198,5.57e-06,0.13,0.149,125.991,"Edy"
"728","Live Is Life (Digitally Remastered) (Single Version)","2011-02-11",67,"single",249500,0.633,0.952,-4.274,0.0338,0.0532,1.73e-06,0.989,0.765,95.423,"Edy"
"729","Your Love","1996",38,"compilation",222960,0.556,0.764,-7.725,0.0588,0.0761,2.33e-06,0.0692,0.597,129.617,"Edy"
"730","Hey Ya!","2003",80,"album",235213,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526,"Edy"
"731","Ms. Jackson","2000-10-31",81,"album",270506,0.843,0.806,-5.946,0.269,0.143,0,0.0771,0.613,94.948,"Edy"
"732","Fireflies","2009-01-01",41,"album",228346,0.513,0.661,-6.8,0.0439,0.0274,0,0.118,0.461,180.119,"Edy"
"733","Raise Your Glass","2010-10-05",76,"single",202960,0.7,0.709,-5.006,0.0838,0.0048,0,0.029,0.624,122.019,"Edy"
"734","I Write Sins Not Tragedies","2005-09-27",70,"album",185586,0.566,0.815,-4.481,0.14,0.0737,0,0.12,0.672,169.961,"Edy"
"735","Take a Walk","2012-07-23",66,"album",264493,0.566,0.755,-5.526,0.0368,0.0338,0,0.315,0.445,101.006,"Edy"
"736","Carried Away","2012-07-23",57,"album",221973,0.772,0.826,-5.135,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,"Edy"
"737","Hit Me With Your Best Shot - Remastered","2009-01-01",19,"single",172333,0.695,0.783,-3.682,0.0334,0.321,1.03e-05,0.164,0.958,127.46,"Edy"
